FID,LATITUDE,LONGITUDE,MINERAL,DESCRIPTION,PURETE
1028,-11.6851661849999,12.681708213,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1029,-11.6559085819999,12.686358031,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1030,-11.6319196489999,12.678888127,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1031,-11.6196933869999,12.665116449,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1032,-11.6329789249999,12.653818534,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1033,-11.6650674069999,12.655656069,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1034,-11.6831159759999,12.670932246,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1035,-11.7160668729999,12.66274097,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1036,-11.7125282049999,12.65409671,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1037,-11.7113440489999,12.632580758,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1038,-11.7166166239999,12.619744913,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1039,-11.7319942179999,12.615633415,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1040,-11.7433329689999,12.642291136,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1041,-11.7327789219999,12.668680646,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1042,-11.7354331929999,12.689498288,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1043,-11.6915797179999,12.714233856,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1044,-11.6746133859999,12.707376898,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1045,-11.6454751679999,12.702709669,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1046,-11.6397494799999,12.694037217,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1047,-11.6130691389999,12.669331996,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1048,-11.6001147679999,12.655550487,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1049,-11.6528210679999,12.643318839,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1050,-11.6531579989999,12.673423284,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1051,-11.6371785439999,12.667488208,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1052,-11.6670329699999,12.67288104,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1053,-11.6811863569999,12.650840828,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1054,-11.6930465769999,12.636654508,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1055,-11.6964552859999,12.65533102,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1056,-11.7049912169999,12.672637821,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1057,-11.6710911049999,12.641397841,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1058,-11.6697989089999,12.62848138,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1059,-11.6954383079999,12.620916773,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1060,-11.7123942749999,12.607508793,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1061,-11.7197452839999,12.603298911,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1062,-11.7234753779999,12.596894222,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1063,-11.7207118989999,12.584676102,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1064,-11.7231370559999,12.566071091,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1065,-11.7375463759999,12.580581627,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1066,-11.7277861529999,12.544626205,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1067,-11.7101484199999,12.531021597,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1068,-11.7158419519999,12.565981725,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1069,-11.7148115229999,12.589620688,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1070,-11.7007846399999,12.602348638,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1071,-11.6815658579999,12.621461218,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1072,-11.5591096889999,13.290017237,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1073,-11.5717875669999,13.288638733,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1074,-11.5632224109999,13.284430198,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1075,-11.5712707569999,13.283479443,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1076,-11.5822332249999,13.284081063,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1077,-11.5932064329999,13.283925625,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1078,-11.6064740179999,13.285465184,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1079,-11.5901546389999,13.281160465,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1080,-11.5802736189999,13.280573757,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1081,-11.5756262119999,13.281419299,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1082,-11.5702169859999,13.281497752,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1083,-11.5628079789999,13.280943694,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1084,-11.5545903099999,13.282951294,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1085,-11.5582488869999,13.286481725,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
